assembly_id,plug_obj,socket_obj,plug_vertex_count,plug_face_count,plug_bbox_min_x,plug_bbox_min_y,plug_bbox_min_z,plug_bbox_max_x,plug_bbox_max_y,plug_bbox_max_z,plug_bbox_x,plug_bbox_y,plug_bbox_z,plug_xy_bbox_min,plug_xy_bbox_max,plug_xy_bbox_diag,plug_xy_bbox_area,plug_xy_bbox_equiv_diameter,plug_xy_radius_mean_from_centroid,plug_xy_radius_p95_from_centroid,plug_xy_radius_max_from_centroid,socket_vertex_count,socket_face_count,socket_bbox_min_x,socket_bbox_min_y,socket_bbox_min_z,socket_bbox_max_x,socket_bbox_max_y,socket_bbox_max_z,socket_bbox_x,socket_bbox_y,socket_bbox_z,socket_xy_bbox_min,socket_xy_bbox_max,socket_xy_bbox_diag,socket_xy_bbox_area,socket_xy_bbox_equiv_diameter,socket_xy_radius_mean_from_centroid,socket_xy_radius_p95_from_centroid,socket_xy_radius_max_from_centroid,xy_bbox_max_clearance_proxy,xy_bbox_min_clearance_proxy,xy_bbox_equiv_diameter_clearance_proxy,xy_radius_p95_radial_clearance_proxy,xy_radius_p95_diametral_clearance_proxy,plug_to_socket_surface_dist_min,plug_to_socket_surface_dist_p01,plug_to_socket_surface_dist_p05,plug_to_socket_surface_dist_median,plug_to_socket_surface_dist_mean,plug_to_socket_surface_dist_max,plug_to_socket_signed_dist_min,plug_to_socket_signed_dist_p01,plug_to_socket_signed_dist_p05,plug_to_socket_signed_dist_median,plug_to_socket_signed_dist_mean,plug_to_socket_signed_dist_max,plug_to_socket_signed_dist_positive_fraction,plug_to_socket_distance_sample_count
00062,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00062/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00062/socket.obj,5888,11776,-0.011545,-0.006305,0.025956,0.011545,0.006248,0.082446,0.02309,0.012553,0.056490000000000005,0.012553,0.02309,0.026281664882575457,0.00028984877,0.019210593847063837,0.006644041721790827,0.011013248834432719,0.013248222937385198,4322,8640,-0.012436,-0.012524,1e-06,0.012553,0.012524,0.048854,0.024988999999999997,0.025048,0.048853,0.024988999999999997,0.025048,0.0353815266064086,0.000625924472,0.028230334567055298,0.009685872065658891,0.012466277115946873,0.012554385878024408,0.0019580000000000014,0.012435999999999997,0.00901974071999146,0.0014530282815141543,0.0029060565630283086,4.3707626077632656e-05,0.00010181472081944027,0.000140672974330338,0.016396007763045554,0.015975908428051924,0.033781539831767425,-0.033781539831767425,-0.03348391384897788,-0.03220925626597792,-0.016396007763045554,-0.015972228556225227,0.00025128087689318745,0.01171875,1024
00074,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00074/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00074/socket.obj,495,724,-0.00241,-0.002419,0.066173,0.002638,0.002425,0.108372,0.005048,0.004844,0.042199,0.004844,0.005048,0.006996187533221219,2.4452512000000003e-05,0.005579776451302606,0.0023200103694297996,0.0026102914058835787,0.002747278053732448,1758,3524,-0.028834,-0.025488,6e-06,0.029102,0.040381,0.080707,0.057936,0.065869,0.080701,0.057936,0.065869,0.08772288901421339,0.003816186384,0.06970594963264388,0.019855713699454252,0.03886085164252111,0.04415757391380383,0.060821,0.053092,0.06412617318134128,0.03625056023663753,0.07250112047327506,0.00028445282440865536,0.00029755044827213696,0.00033627824630299874,0.00564987312277789,0.009104483489591074,0.027764697582927544,-0.027764697582927544,-0.027701039326434744,-0.026439620516825725,-0.00564987312277789,-0.009104483489591074,-0.00028445282440865536,0.0,704
00077,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00077/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00077/socket.obj,2592,5184,-0.010057,-0.010031,0.034654,0.010057,0.010031,0.045,0.020114,0.020062,0.010346000000000001,0.020062,0.020114,0.02840874583644973,0.000403527068,0.022666861722537485,0.009502934630963444,0.01011810881192324,0.010149530449694237,6562,13120,-0.019971,-0.020556,0.0,0.019973,0.023127,0.045011,0.039944,0.043683,0.045011,0.039944,0.043683,0.05919229362847836,0.001744873752,0.04713430026654491,0.01446431474822787,0.023122974577367866,0.023894952601552503,0.023569,0.019882,0.024467438544007424,0.013004865765444627,0.026009731530889254,2.9999999999995308e-05,2.9999999999995308e-05,0.00013087234000840807,0.0010575515972774219,0.0012925173085045598,0.0020284238236994647,-0.0020284238236994647,-0.0020191615419645377,-0.002005808324542452,-0.0010197245524976176,-0.0011821230428961831,0.002012406674004024,0.04296875,1024
00078,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00078/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00078/socket.obj,4224,8448,-0.003727,-0.003773,0.007945,0.003784,0.003771,0.066589,0.007511,0.007544,0.058643999999999995,0.007511,0.007544,0.01064551816493683,5.6662984000000006e-05,0.008493853775024374,0.003174527460600764,0.003773075591434314,0.0037813682433457158,2366,4736,-0.008577,-0.021973,1e-06,0.013308,0.021973,0.041318,0.021885,0.043946,0.041317,0.021885,0.043946,0.04909382996874454,0.0009617582100000001,0.03499355062644694,0.009801418075816398,0.023212332862125224,0.02420544526545284,0.036402,0.014374000000000001,0.026499696851422568,0.01943925727069091,0.03887851454138182,3.400000000000104e-05,0.0003125636618490175,0.0005070569819078427,0.0029912282840307775,0.006608341036199408,0.025499841780931735,-0.025499841780931735,-0.025357114396329088,-0.023981211722061437,-0.0029912282840307775,-0.006564302695996846,0.0026915945246267724,0.0224609375,1024
00081,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00081/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00081/socket.obj,2704,5408,-0.017476,-0.017772,0.021065,0.017821,0.01755,0.039418,0.035296999999999995,0.035322,0.018353,0.035296999999999995,0.035322,0.049935176909669594,0.0012467606339999998,0.039842501703932734,0.014686578672984486,0.017619488553009596,0.017677536641201377,2848,5696,-0.023808,-0.023914,0.0,0.023918,0.023852,0.03884,0.047726,0.047766,0.03884,0.047726,0.047766,0.06752304667296938,0.002279680116,0.05387558698555073,0.015410421130789857,0.023748314310621233,0.024243024668723422,0.012444000000000004,0.012429000000000003,0.014033085281617994,0.0061288257576116376,0.012257651515223275,0.00015000000000000083,0.00015000000000000083,0.0005013407280284892,0.0024869942727432414,0.0031497507382635607,0.006000500194670752,-0.006000500194670752,-0.0058329551264468225,-0.00577375382819806,-0.0024774697046872477,-0.003074558663547479,0.0025570151144602223,0.0234375,1024
00083,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00083/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00083/socket.obj,4080,8160,-0.004706,-0.004852,0.006969,0.004699,0.004873,0.041368,0.009405,0.009725000000000001,0.034399,0.009405,0.009725000000000001,0.013528845109616713,9.146362500000001e-05,0.010791436616819267,0.0036447899626184397,0.004712813749198762,0.005337683148286308,2354,4704,-0.012408,-0.012408,0.0,0.012408,0.012407,0.016693,0.024816,0.024815,0.016693,0.024815,0.024816,0.03509441666419318,0.00061580904,0.02800129321537485,0.010081878821538163,0.016676183058396705,0.017133872844987068,0.015091,0.01541,0.017209856598555583,0.011963369309197943,0.023926738618395886,0.00012500000326806583,0.0001602965567440808,0.0003984339150376943,0.005927616592426705,0.008895347395901271,0.024792733526468796,-0.024792733526468796,-0.024727003560953142,-0.024593583627805244,-0.005927616592426705,-0.00880287741811564,0.0026244214328422534,0.0380859375,1024
00103,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00103/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00103/socket.obj,2850,5696,-0.005395,-0.005306,2.8e-05,0.005381,0.005306,0.08292,0.010776,0.010612,0.082892,0.010612,0.010776,0.015124044432624497,0.00011435491200000001,0.012066532065722512,0.003661177566998662,0.005424456129434629,0.005614442264951765,6571,13056,-0.040204,-0.004965,6e-06,0.040202,0.062593,0.006638,0.080406,0.06755799999999999,0.006632,0.06755799999999999,0.080406,0.1050200371357771,0.0054320685479999995,0.08316444243200165,0.03311908374122685,0.04380583422149164,0.04600800125377999,0.06963,0.056946,0.07109791036627913,0.03838137809205701,0.07676275618411402,0.0005881400503637571,0.0005924197355060928,0.0010660519278241107,0.035146505956462966,0.0353145787813964,0.07632105125490658,-0.07632105125490658,-0.07554039020314006,-0.06961058810739179,-0.035146505956462966,-0.03530860327981055,0.0006250098323157359,0.0048828125,1024
00110,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00110/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00110/socket.obj,5762,11520,-0.0038,-0.003898,2.2e-05,0.0038,0.003898,0.075879,0.0076,0.007796,0.07585700000000001,0.0076,0.007796,0.010887498151549786,5.92496e-05,0.008685558918673024,0.0029489968401832664,0.0038550722257316965,0.003898000000036352,3504,7008,-0.058753,-0.014933,5e-06,0.021971,0.014929,0.029925,0.080724,0.029862,0.02992,0.029862,0.080724,0.0860703387933381,0.002410580088,0.05540077520931245,0.018545230677266347,0.0564592680472969,0.057129419040885386,0.072928,0.022262,0.046715216290639426,0.052604195821565204,0.10520839164313041,0.00021987632369393332,0.0002667172289268975,0.0003137881553164728,0.014054436652089074,0.017099020122722748,0.04604839733675095,-0.04604839733675095,-0.04595771168519368,-0.04421900298528067,-0.014054436652089074,-0.01708179211273061,0.0006124510127523015,0.0185546875,1024
00117,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00117/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00117/socket.obj,8207,7120,-0.018595,-0.018644,-0.0,0.018586,0.018536,0.088991,0.037181,0.037180000000000005,0.088991,0.037180000000000005,0.037181,0.052581167360567414,0.0013823895800000002,0.041953701618401125,0.011343714409412424,0.018629559373520316,0.018728817873615255,8677,9422,-0.021097,-0.021097,0.0,0.021097,0.021097,0.051784,0.042194,0.042194,0.051784,0.042194,0.042194,0.05967132705077038,0.001780333636,0.04761083057642806,0.023627285893614926,0.02785474111562509,0.028382568217398294,0.0050130000000000036,0.005013999999999998,0.005657128958026933,0.009225181742104776,0.018450363484209552,0.0004813538409135444,0.000563649425044273,0.0006713337170026873,0.008442414143729912,0.01078096527054976,0.041673414617297774,-0.041673414617297774,-0.039564090930638736,-0.03060325555003715,-0.008442414143729912,-0.01078096527054976,-0.0004813538409135444,0.0,1024
00133,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00133/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00133/socket.obj,7298,14592,-0.005114,-0.004429,0.0,0.005114,0.004429,0.043713,0.010228,0.008858,0.043713,0.008858,0.010228,0.013530563476810564,9.059962399999999e-05,0.010740345618970411,0.003203023791491132,0.004541397340437802,0.0051774499409609695,2063,4134,-0.012878,-0.012932,0.0,0.012881,0.012842,0.024702,0.025759,0.025774,0.024702,0.025759,0.025774,0.03643933529854791,0.000663912466,0.029074380577302748,0.010099373531552984,0.013873679919238767,0.014411504203605612,0.015545999999999999,0.016901,0.018334034958332336,0.009332282578800965,0.01866456515760193,0.0004049811533028346,0.0004364780761749928,0.0005208713607589246,0.006712441687341095,0.00893484154158997,0.021400289289503292,-0.021400289289503292,-0.020876755711347072,-0.02009085583934125,-0.006705622230815252,-0.008632753175118024,0.006782828545921146,0.05078125,1024
00138,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00138/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00138/socket.obj,6274,12544,-0.004012,-0.004035,2e-06,0.003981,0.003973,0.033854,0.007993,0.008008000000000001,0.033852,0.007993,0.008008000000000001,0.01131442057729869,6.400794400000001e-05,0.009027593559636688,0.0037552284239329705,0.004170885386583261,0.004203722482293677,3644,7296,-0.017125,-0.006433,1e-06,0.017125,0.072772,0.012845,0.03425,0.079205,0.012844000000000001,0.03425,0.079205,0.08629307344740944,0.00271277125,0.05877080594411343,0.032657500597015304,0.0489171335987669,0.050824624588364564,0.071197,0.026257000000000003,0.04974321238447674,0.044746248212183634,0.08949249642436727,0.00016934450164575015,0.00019400258982501408,0.00021243323981743494,0.005713700096223732,0.008246476805945317,0.02347323683597466,-0.02347323683597466,-0.023270096149374274,-0.0231528137493473,-0.005713700096223732,-0.008232541763788785,0.000314380178171611,0.0283203125,1024
00141,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00141/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00141/socket.obj,2434,4864,-0.003303,-0.003303,0.0,0.003303,0.003303,0.042939,0.006606,0.006606,0.042939,0.006606,0.006606,0.009342294793036665,4.3639236e-05,0.007454072777832956,0.0029133912727696797,0.0033025845939203434,0.003303,6040,12080,-0.005706,-0.005648,0.0,0.005706,0.005648,0.029246,0.011412,0.011296,0.029246,0.011296,0.011412,0.016057190289711337,0.000128909952,0.012811449902189513,0.004802122352543457,0.005693546961253592,0.005706848692579821,0.004806,0.004690000000000001,0.005357377124356557,0.002390962367333249,0.004781924734666498,7.261090175414714e-05,0.0004442605924357403,0.0004582132380206831,0.0005013247146960645,0.0028873125040169783,0.01373131606610687,-0.01373131606610687,-0.013697450354656271,-0.013002071368137686,-0.0004864442467094591,-0.002452386632069481,0.01166805020427984,0.3486328125,1024
00143,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00143/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00143/socket.obj,3776,7552,-0.013712,-0.009907,0.004085,0.005898,0.009761,0.06802,0.01961,0.019667999999999998,0.06393499999999999,0.01961,0.019667999999999998,0.0277737704318301,0.00038568947999999997,0.022160214302310834,0.005146682365087492,0.010563276621927459,0.011211252936188626,2498,4992,-0.013327,-0.013398,3e-06,0.013213,0.013398,0.011255,0.02654,0.026796,0.011252,0.02654,0.026796,0.037714681703548816,0.00071116584,0.030091269005357676,0.009008847490720992,0.014316141635822868,0.014503967988473561,0.007128000000000002,0.006930000000000002,0.007931054703046843,0.0037528650138954085,0.007505730027790817,8.100000000000121e-05,8.100000000000121e-05,8.100000000000121e-05,0.013131389665367537,0.017213847311898234,0.05676500000068506,-0.05676500000068506,-0.0562758356094348,-0.04962019200910033,-0.013131389665367537,-0.017213074245195654,0.000395810151720225,0.0009765625,1024
00163,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00163/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00163/socket.obj,5442,10880,-0.003829,-0.003868,1.2e-05,0.003852,0.003825,0.035035,0.007681,0.007693,0.035023,0.007681,0.007693,0.01087106296550618,5.9089933e-05,0.008673848015232414,0.0035450490074781077,0.004104477498780479,0.004127125148737624,6910,13824,-0.008379,-0.074781,-8e-06,0.008379,0.008413,0.008993,0.016758,0.083194,0.009000999999999999,0.016758,0.083194,0.08486502341954547,0.001394165052,0.0421320077387033,0.0274703548341803,0.03912965134653943,0.041824210464416686,0.075501,0.009076999999999998,0.03345815972347088,0.03502517384775895,0.0700503476955179,0.00044898345357531963,0.00045631128251308773,0.0004672415257209374,0.008659860735124633,0.010199677295284884,0.026351475553943706,-0.026351475553943706,-0.026180718364902267,-0.025790397172522964,-0.008659860735124633,-0.010173896923986146,0.0005381546961554921,0.0263671875,1024
00175,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00175/plug.obj,/home/gpuserver/hx/github/SRSA_restore/data/mesh/00175/socket.obj,4874,9760,-0.003988,-0.002817,0.00028,0.003881,0.002804,0.06121,0.007869000000000001,0.005621,0.06093,0.005621,0.007869000000000001,0.009670408574615657,4.4231649000000006e-05,0.007504497627133047,0.003053387847555656,0.004269773701904749,0.004838661917691042,461,962,-0.003849,-0.003825,1e-06,0.003865,0.003891,0.040037,0.007714,0.007716,0.040036,0.007714,0.007716,0.010910657725361931,5.9521224e-05,0.008705445201012964,0.0035345484000506413,0.0038592889853169368,0.0038596623782299905,-0.00015300000000000123,0.0020930000000000002,0.0012009475738799175,-0.0004104847165878121,-0.0008209694331756242,0.00027185888097290025,0.00029174135392080985,0.0003182288284176048,0.0009338310812709622,0.003707331424039151,0.021183059774161482,-0.021183059774161482,-0.020705440142774142,-0.017560167689267683,-0.0009325808569776562,-0.0036836358520934507,0.0010582825419262441,0.0228310502283105,876
